College,Year,Fielding_Percentage,Scoring,WL_Percentage,Hit_Batters,Earned_Run_Average,Triples_per_Game,Home_Runs_per_game,Slugging_Percentage,Double_Plays_per_Game,On_Base_Percentage,Stolen_Bases_per_Game,Strikeout-to-Walk_Ratio,Batting_Average,Doubles_per_Game,Shutouts,Team_Strikeouts_Per_Seven_Innings
Howard,2014,0.908,2.34,0.098,,7.8,0.07,0.37,,0.12,,0.22,,0.231,0.76,,
Howard,2015,0.923,5.02,0.326,,6.55,0.07,0.37,0.416,0.16,,0.79,,0.303,1.63,,
Howard,2016,0.934,3.73,0.22,,6.82,0.15,0.49,0.393,0.32,,0.66,,0.266,1.46,,
Howard,2017,0.929,2.84,0.105,,7.37,0.08,0.5,0.321,0.13,,1.03,,0.214,0.87,,
Howard,2018,0.909,3.18,0.178,,6.35,0.07,0.2,0.321,0.13,,1.07,,0.234,1.33,,
Howard,2019,0.948,4.65,0.396,27.0,5.51,0.19,0.33,0.399,0.25,0.352,1.6,1.25,0.289,1.6,3.0,
IUPUI,2013,0.949,3.49,0.367,,3.72,0.22,0.43,0.354,0.2,,1.29,,0.241,1.18,,
IUPUI,2014,0.958,5.48,0.5,,4.29,0.15,1.0,0.473,0.23,,1.38,,0.297,1.35,,
IUPUI,2015,0.948,5.29,0.647,,2.55,0.16,1.12,0.472,0.2,,1.47,,0.277,1.49,,
IUPUI,2016,0.963,3.65,0.364,,4.1,0.13,0.75,0.399,0.25,,0.65,,0.262,1.24,,
IUPUI,2017,0.947,5.06,0.426,,4.99,0.13,1.04,0.464,0.3,,0.22,,0.29,1.5,,
IUPUI,2018,0.958,2.96,0.327,,4.76,0.22,0.29,0.314,0.18,,0.82,,0.235,0.69,,
IUPUI,2019,0.954,4.04,0.321,17.0,5.73,0.09,0.52,0.364,0.25,0.338,0.5,1.02,0.257,1.11,4.0,
Idaho State,2013,0.947,6.46,0.558,,4.45,0.25,1.5,0.552,0.42,,1.13,,0.329,1.35,,
Idaho State,2014,0.963,6.84,0.636,,4.75,0.22,1.05,0.517,0.24,0.41,1.25,,0.342,1.35,,
Idaho State,2015,0.971,6.58,0.654,,3.93,0.31,0.94,0.512,0.46,,1.69,,0.326,1.52,,
Idaho State,2016,0.964,5.57,0.549,,4.07,0.27,0.41,0.429,0.12,,1.63,,0.327,1.06,,
Idaho State,2017,0.927,4.74,0.413,,4.36,0.26,0.52,0.434,0.35,,1.87,,0.306,1.33,,
Idaho State,2018,0.943,3.17,0.277,,5.71,0.06,0.57,0.356,0.47,,0.98,,0.241,1.06,,
Idaho State,2019,0.947,3.23,0.426,22.0,4.25,0.09,0.47,0.353,0.15,0.317,1.15,1.63,0.245,1.17,2.0,
Illinois,2013,0.962,3.43,0.449,,3.55,0.16,0.31,0.323,0.39,,1.39,,0.248,0.69,,
Illinois,2014,0.964,4.56,0.48,,3.55,0.22,0.8,,0.68,,0.84,,0.29,1.34,,
Illinois,2015,0.955,6.11,0.491,,5.91,0.11,1.28,0.536,0.36,,0.66,,0.324,1.75,,
Illinois,2016,0.966,5.08,0.61,,3.09,0.32,0.64,0.451,0.47,,1.49,,0.301,1.41,,
Illinois,2017,0.96,5.53,0.661,,2.97,0.19,0.78,0.454,0.34,,1.0,,0.303,1.39,,
Illinois,2018,0.952,6.36,0.673,,3.29,0.29,0.91,0.488,0.45,0.388,1.2,,0.318,1.51,,
Illinois,2019,0.953,5.55,0.569,28.0,4.05,0.14,1.1,0.504,0.52,0.388,0.79,0.99,0.311,1.67,3.0,
Illinois State,2013,0.964,5.56,0.583,,3.33,0.25,0.77,0.426,0.23,,0.69,,0.287,1.0,,
Illinois State,2014,0.974,4.92,0.472,,3.86,0.15,0.94,,0.19,,0.92,,0.254,0.89,,
Illinois State,2015,0.963,4.57,0.446,,5.19,0.07,1.25,0.466,0.25,,0.59,,0.274,1.04,,
Illinois State,2016,0.958,3.7,0.377,,4.06,0.06,0.64,0.379,0.36,,0.45,,0.258,1.06,,
Illinois State,2017,0.963,5.18,0.579,14.0,3.38,0.14,1.0,0.466,0.44,,0.21,,0.297,1.3,,
Illinois State,2018,0.969,2.87,0.389,,3.97,0.06,0.3,0.306,0.3,,0.37,,0.229,0.98,,
Illinois State,2019,0.957,3.86,0.353,21.0,4.23,0.06,0.61,0.381,0.37,0.347,0.43,1.82,0.257,1.22,7.0,
UIW,2018,0.947,2.57,0.306,,4.95,0.06,0.43,0.304,0.16,,0.37,,0.219,0.71,,
Indiana,2013,0.951,3.28,0.352,,3.8,0.13,0.37,0.33,0.19,,0.2,,0.237,1.02,,
Indiana,2014,0.955,3.33,0.307,,4.56,0.14,0.53,,0.32,,0.75,,0.25,0.72,,
Indiana,2015,0.941,5.04,0.304,,6.95,0.05,0.91,0.439,0.43,,0.54,,0.288,1.21,,
Indiana,2016,0.958,4.35,0.537,,3.54,0.04,0.48,0.379,0.31,,1.13,,0.272,1.28,,
Indiana,2017,0.966,3.7,0.426,8.0,3.85,0.13,0.41,0.379,0.31,,0.69,,0.269,1.26,,
Indiana,2018,0.951,3.64,0.464,16.0,2.8,0.16,0.63,0.381,0.13,,2.0,,0.26,0.84,,
Indiana,2019,0.966,4.32,0.632,9.0,2.22,0.14,0.65,0.401,0.14,0.352,2.47,2.3,0.263,1.18,8.0,
Indiana State,2013,0.966,3.6,0.32,,5.23,0.06,0.52,0.355,0.42,,2.0,,0.251,0.92,,
Indiana State,2014,0.973,4.13,0.509,,3.62,0.09,0.55,,0.34,,1.75,,0.291,1.09,,
Indiana State,2015,0.965,4.09,0.466,15.0,4.22,0.1,0.38,0.373,0.41,,1.07,,0.276,1.17,,
Indiana State,2016,0.965,3.96,0.314,,5.63,0.2,0.24,0.343,0.57,,0.86,,0.271,0.73,,
Indiana State,2017,0.966,4.55,0.453,,3.95,0.11,0.25,0.346,0.49,,1.34,,0.282,0.77,,
Indiana State,2018,0.966,3.67,0.481,,3.06,0.13,0.3,0.343,0.41,,1.2,,0.261,1.11,,
Indiana State,2019,0.958,4.06,0.352,42.0,5.0,0.17,0.37,0.375,0.44,0.34,1.61,1.05,0.278,1.22,2.0,
Iona,2013,0.956,3.94,0.26,,5.62,0.04,0.68,0.388,0.26,,0.18,,0.263,1.28,,
Iona,2014,0.953,5.5,0.5,,4.37,0.13,0.92,0.483,0.27,,0.23,,0.312,1.58,,
Iona,2015,0.952,3.82,0.364,,5.0,0.05,0.75,0.388,0.25,,0.52,,0.262,1.05,,
Iona,2016,0.963,3.57,0.283,,4.66,0.04,0.59,0.392,0.22,,0.41,,0.271,1.41,,
Iona,2017,0.976,4.1,0.529,15.0,3.27,0.12,0.76,0.398,0.16,,0.31,,0.262,1.06,,
Iona,2018,0.954,3.07,0.413,,3.28,0.15,0.46,0.309,0.17,,0.26,,0.215,0.8,,
Iona,2019,0.947,3.37,0.413,22.0,2.61,0.07,0.35,0.336,0.24,0.316,0.24,3.1,0.247,1.24,7.0,
Iowa,2013,0.957,4.87,0.556,,3.44,0.2,0.57,0.397,0.33,,0.96,,0.28,1.0,,
Iowa,2014,0.949,3.0,0.351,,3.94,0.23,0.49,,0.47,,0.49,,0.25,1.26,,
Iowa,2015,0.967,4.05,0.322,,6.75,0.15,0.59,0.396,0.59,,0.31,,0.261,1.39,,
Iowa,2016,0.947,3.81,0.25,,4.92,0.1,0.54,0.359,0.29,,0.98,,0.249,1.1,,
Iowa,2017,0.955,2.47,0.373,,2.9,0.14,0.22,0.287,0.53,,0.73,,0.215,0.84,,
Iowa,2018,0.953,2.81,0.396,,2.35,0.21,0.3,0.304,0.17,,0.92,,0.226,0.7,,
Iowa,2019,0.963,2.69,0.373,25.0,4.02,0.27,0.29,0.304,0.29,0.289,0.92,2.01,0.215,0.73,5.0,
Iowa State,2013,0.964,5.16,0.382,,6.41,0.13,0.73,0.43,0.53,,1.6,,0.288,1.27,,
Iowa State,2014,0.962,4.76,0.427,,6.78,0.13,0.64,,0.31,,0.91,,0.325,1.44,,
Iowa State,2015,0.968,4.2,0.481,,4.81,0.19,0.74,0.421,0.28,,0.96,,0.291,0.87,,
Iowa State,2016,0.951,4.24,0.364,,5.77,0.07,0.58,0.383,0.27,,0.76,,0.282,0.73,,
Iowa State,2017,0.946,3.57,0.397,,3.96,0.16,0.48,0.365,0.36,,1.71,,0.255,1.03,,
Iowa State,2018,0.956,3.36,0.411,,4.17,0.18,0.8,0.399,0.3,,0.79,,0.257,1.09,,
Iowa State,2019,0.968,4.0,0.597,34.0,3.25,0.16,0.77,0.428,0.52,0.336,0.6,1.39,0.268,1.63,9.0,
Jackson State,2013,0.95,5.0,0.491,,4.04,0.19,0.26,0.401,0.4,,1.79,,0.291,1.61,,
Jackson State,2014,0.947,4.46,0.491,,3.77,0.18,0.19,,0.21,,2.14,,0.261,0.89,,
Jackson State,2015,0.941,5.1,0.48,,4.71,0.2,0.18,0.347,0.26,,2.72,,0.268,1.04,,
Jackson State,2016,0.92,4.67,0.222,,5.9,0.31,0.19,0.367,0.33,,1.25,,0.276,1.31,,
Jackson State,2017,0.901,3.96,0.25,,7.51,0.33,0.21,0.387,0.23,,1.69,,0.291,1.1,,
Jackson State,2018,0.893,3.25,0.225,,7.99,0.23,0.2,0.348,0.2,,1.35,,0.252,1.23,,
Jackson State,2019,0.928,3.0,0.255,25.0,5.55,0.23,0.15,0.272,0.17,0.32,1.04,1.23,0.206,0.64,,
Jacksonville,2013,0.966,4.4,0.577,,2.86,0.15,0.92,0.439,0.17,,0.71,,0.286,1.1,,
Jacksonville,2014,0.957,3.43,0.408,,4.02,0.08,0.67,,0.35,,0.35,,0.255,0.86,,
Jacksonville,2015,0.944,4.77,0.5,,2.96,0.23,0.77,0.434,0.3,,1.38,,0.284,1.2,,
Jacksonville,2016,0.958,3.93,0.483,,4.2,0.07,0.81,0.373,0.34,,0.91,,0.24,0.81,,
Jacksonville,2017,0.963,4.69,0.545,,3.38,0.05,0.51,0.381,0.36,,2.05,,0.274,1.15,,
Jacksonville,2018,0.961,3.57,0.482,,2.8,0.04,0.52,0.352,0.38,,1.89,,0.253,0.82,,
Jacksonville,2019,0.955,3.0,0.3,25.0,3.5,0.06,0.54,0.337,0.16,0.313,0.78,2.38,0.235,0.92,4.0,
Jacksonville State,2013,0.956,4.74,0.526,,3.34,0.09,0.61,0.401,0.28,,0.58,,0.273,1.56,,
Jacksonville State,2014,0.977,6.05,0.727,,2.74,0.24,1.07,0.519,0.31,0.403,0.75,,0.318,1.6,,6.48
Jacksonville State,2015,0.972,5.78,0.691,,2.69,0.07,1.05,0.504,0.35,,0.73,,0.322,1.71,,
Jacksonville State,2016,0.965,5.1,0.717,,2.75,0.15,0.93,0.475,0.15,,0.38,,0.303,1.55,,
Jacksonville State,2017,0.972,5.66,0.774,,1.81,0.19,0.98,0.475,0.19,,1.02,,0.301,1.45,,
Jacksonville State,2018,0.96,4.17,0.583,,3.27,0.15,0.65,0.399,0.3,,1.0,,0.268,1.35,,
Jacksonville State,2019,0.958,5.63,0.706,53.0,3.38,0.24,1.27,0.49,0.29,0.359,1.2,1.67,0.283,1.27,12.0,
James Madison,2013,0.958,5.03,0.712,,1.96,0.1,0.81,0.451,0.36,,2.36,,0.307,1.12,,
James Madison,2014,0.965,4.43,0.75,,1.65,0.15,0.68,,0.33,,1.2,,0.274,1.3,,
James Madison,2015,0.971,5.95,0.828,,1.66,0.4,0.95,0.549,0.24,,1.52,,0.347,1.62,,
James Madison,2016,0.97,5.71,0.893,,1.15,0.18,0.98,0.472,0.23,,1.38,,0.295,1.34,,
James Madison,2017,0.973,6.73,0.867,13.0,1.29,0.25,1.17,0.556,0.22,0.422,1.27,,0.347,1.5,,
James Madison,2018,0.956,6.18,0.754,,2.15,0.05,1.47,0.529,0.21,0.403,0.58,,0.309,1.35,,
James Madison,2019,0.966,7.57,0.836,36.0,1.66,0.13,1.67,0.589,0.21,0.426,0.61,3.36,0.333,1.54,17.0,
Kansas,2013,0.976,6.1,0.68,,2.54,0.2,0.84,0.502,0.16,,0.72,,0.345,1.44,,
Kansas,2014,0.979,4.32,0.596,,2.59,0.11,0.58,,0.11,,0.49,,0.288,1.3,,7.6
Kansas,2015,0.977,6.02,0.727,,3.63,0.04,0.98,0.481,0.16,0.417,0.45,,0.314,1.44,,
Kansas,2016,0.98,5.22,0.608,,2.9,0.02,0.96,0.451,0.22,,0.22,,0.284,1.27,,
Kansas,2017,0.972,4.4,0.462,,3.54,0.06,0.73,0.414,0.19,,0.75,,0.28,1.17,,
Kansas,2018,0.975,4.23,0.519,,3.64,0.08,0.75,0.424,0.25,,0.58,,0.276,1.52,,
Kansas,2019,0.961,3.14,0.294,37.0,4.95,0.1,0.55,0.366,0.49,0.318,0.29,0.82,0.246,1.25,5.0,
UMKC,2013,0.951,4.31,,,5.19,0.13,0.4,0.384,0.13,,1.31,,0.281,1.22,,
UMKC,2014,,,,,,0.07,,,,,0.86,,,,,
UMKC,2015,0.944,6.13,0.491,,4.72,0.2,0.96,0.47,0.18,,1.11,,0.299,1.55,,
UMKC,2016,0.952,5.2,0.48,,4.3,0.12,0.56,0.399,0.38,,1.12,,0.289,1.12,,
UMKC,2017,0.944,3.76,0.309,,6.8,0.16,0.56,0.404,0.4,,0.69,,0.281,1.0,,
Kennesaw State,2013,0.966,3.67,0.63,,2.67,0.11,0.5,0.376,0.22,,0.48,,0.269,1.07,,
Kennesaw State,2014,0.965,3.87,0.453,,3.51,0.15,0.3,,0.25,,0.77,,0.282,1.0,,6.18
Kennesaw State,2015,0.958,5.35,0.627,,3.93,0.29,0.84,0.469,0.43,,1.45,,0.304,1.39,,
Kennesaw State,2016,0.952,3.26,0.517,,2.89,0.26,0.31,0.339,0.33,,2.26,,0.242,1.02,,
Kennesaw State,2017,0.952,5.03,0.667,,2.4,0.32,0.75,0.456,0.27,,1.78,,0.303,1.38,,
Kennesaw State,2018,0.964,4.77,0.696,,2.17,0.16,0.8,0.45,0.27,,0.82,,0.292,1.41,,
Kennesaw State,2019,0.953,4.0,0.473,55.0,3.42,0.16,0.6,0.403,0.29,0.353,1.25,1.67,0.271,1.36,5.0,
Kent State,2013,0.961,3.47,0.561,,2.73,0.12,0.24,0.299,0.2,,0.45,,0.227,0.94,,
Kent State,2014,0.957,3.91,0.556,,2.48,0.33,0.8,,0.2,,0.47,,0.243,1.11,,6.73
Kent State,2015,0.967,4.76,0.759,,1.55,0.19,1.0,0.453,0.11,,1.2,,0.282,1.13,,
Kent State,2016,0.961,4.54,0.627,,2.83,0.07,0.93,0.42,0.34,,0.24,,0.265,1.08,,
Kent State,2017,0.945,4.1,0.556,,2.55,0.06,0.87,0.386,0.3,,0.05,,0.233,0.94,,
Kent State,2018,0.971,5.46,0.558,,4.95,0.25,0.83,0.466,0.29,,0.33,,0.308,1.37,,
Kent State,2019,0.968,3.98,0.519,31.0,4.02,0.15,0.65,0.415,0.22,0.342,0.33,2.6,0.28,1.31,12.0,
Kentucky,2013,0.958,4.56,0.661,,2.74,0.06,1.0,0.425,0.45,,1.1,,0.267,0.97,,
Kentucky,2014,0.972,4.62,0.725,,2.24,0.13,1.03,,0.25,,0.67,,0.263,1.16,,
Kentucky,2015,0.97,3.84,0.552,,2.8,0.09,0.79,0.387,0.26,,1.02,,0.251,0.97,,
Kentucky,2016,0.968,4.68,0.763,,1.77,0.14,0.71,0.412,0.22,,1.1,,0.272,1.07,,
Kentucky,2017,0.97,4.02,0.672,,2.29,0.07,0.72,0.415,0.36,,1.41,,0.282,1.17,,
Kentucky,2018,0.976,5.39,0.625,,3.12,0.18,0.96,0.469,0.39,,1.36,,0.304,1.05,,
Kentucky,2019,0.967,6.35,0.6,34.0,3.09,0.18,1.18,0.511,0.5,0.401,1.05,1.56,0.303,1.57,12.0,
LIU,2013,0.955,3.47,0.333,,4.54,0.19,0.32,0.356,0.16,,0.44,,0.264,1.19,,
LIU,2015,0.966,4.64,0.434,,6.01,0.19,0.81,0.43,0.38,,0.77,,0.271,1.23,,
LIU,2016,0.963,3.89,0.536,,3.64,0.13,0.48,0.391,0.3,,0.61,,0.281,1.2,,
LIU,2017,0.962,4.81,0.385,,5.07,0.08,0.69,0.431,0.27,,0.67,,0.3,1.27,,
LIU,2014,0.97,2.71,0.393,,3.82,0.07,0.25,,0.2,,0.57,,0.24,1.16,,
LIU,2018,0.961,4.73,0.431,,5.86,0.1,0.49,0.398,0.24,,0.55,,0.298,1.06,,
LIU,2019,0.974,4.87,0.667,45.0,3.15,0.2,0.46,0.404,0.33,0.365,0.74,1.25,0.297,1.17,9.0,
LMU (CA),2013,0.958,3.7,0.589,,2.35,0.09,0.75,0.395,0.2,,0.36,,0.253,1.32,,
LMU (CA),2014,0.947,,,,,0.04,,,0.23,,0.28,,0.252,,,
LMU (CA),2015,0.964,4.33,0.481,,3.64,0.04,0.89,0.448,0.43,,0.31,,0.279,1.48,,
LMU (CA),2016,0.966,5.04,0.604,,3.55,0.04,1.13,0.515,0.34,,0.53,,0.309,2.0,,
LMU (CA),2017,0.971,3.65,0.392,,4.12,0.02,0.51,0.364,0.18,,0.71,,0.26,1.08,,
LMU (CA),2019,0.95,4.02,0.656,25.0,2.41,0.05,0.59,0.405,0.28,0.354,0.54,3.07,0.274,1.54,12.0,
LSU,2013,0.968,4.9,0.724,,2.32,0.09,0.69,0.413,0.16,,1.5,,0.284,1.1,,
LSU,2014,0.97,5.81,0.613,,3.23,0.27,1.05,0.497,0.31,0.412,1.6,,0.314,1.16,,6.19
LSU,2015,0.959,6.48,0.788,,1.84,0.33,0.94,0.523,0.24,0.425,1.02,,0.335,1.35,,
LSU,2016,0.958,5.79,0.743,,1.89,0.27,0.76,0.475,0.29,0.423,0.89,,0.316,1.34,,
LSU,2017,0.969,4.66,0.686,,1.78,0.21,0.51,0.405,0.31,,0.89,,0.289,0.99,,
LSU,2018,0.975,3.98,0.726,,1.57,0.1,0.66,0.384,0.27,,1.24,,0.26,1.13,,
LSU,2019,0.97,5.79,0.694,35.0,2.5,0.13,1.19,0.507,0.24,0.406,1.21,1.27,0.303,1.39,18.0,
La Salle,2013,0.95,3.3,0.34,,4.46,0.02,0.55,0.344,0.28,,0.6,,0.228,1.15,,
La Salle,2014,0.947,3.71,0.429,,3.93,0.12,0.9,,0.19,,0.62,,0.253,0.86,,
La Salle,2015,0.946,3.78,0.405,7.0,3.29,0.05,0.86,0.381,0.32,,0.49,,0.241,0.86,,
La Salle,2016,0.946,3.71,0.378,15.0,4.83,0.07,0.78,0.368,0.09,,0.53,,0.234,0.84,,
La Salle,2017,0.963,3.77,0.426,15.0,4.65,0.09,0.55,0.365,0.11,,0.47,,0.25,0.98,,
La Salle,2018,0.941,3.43,0.261,,4.62,0.02,0.67,0.35,0.24,,0.52,,0.223,1.2,,
La Salle,2019,0.938,3.49,0.267,39.0,4.57,0.07,0.67,0.368,0.36,0.306,0.47,1.49,0.241,1.16,1.0,
La.-Monroe,2013,0.955,2.91,0.352,,5.68,0.19,0.35,0.319,0.41,,1.5,,0.217,1.0,,
La.-Monroe,2014,0.953,4.88,0.481,,4.63,0.06,0.79,,0.42,,2.63,,0.275,1.12,,
La.-Monroe,2015,0.965,5.46,0.577,,3.99,0.25,0.52,0.426,0.21,,2.75,,0.297,1.33,,
La.-Monroe,2016,0.955,3.93,0.414,,3.98,0.19,0.62,0.395,0.22,,2.1,,0.267,0.97,,
La.-Monroe,2017,0.97,3.65,0.524,,2.95,0.05,0.33,0.333,0.24,,1.6,,0.253,1.02,,
La.-Monroe,2018,0.961,5.79,0.453,16.0,4.3,0.13,0.28,0.39,0.42,,1.62,,0.302,1.3,,
La.-Monroe,2019,0.96,3.48,0.25,14.0,5.59,0.09,0.36,0.319,0.52,0.324,1.16,0.69,0.233,0.91,2.0,
Lafayette,2013,0.95,2.15,0.208,,4.43,0.06,0.09,0.259,0.21,,0.53,,0.203,0.96,,
Lafayette,2014,0.947,2.4,0.238,,4.92,0.14,0.17,,0.4,,0.4,,0.204,0.9,,
Lafayette,2015,0.955,1.88,0.098,,6.62,0.07,0.12,0.272,0.32,,0.15,,0.218,0.78,,
Lafayette,2016,0.967,2.82,0.289,,4.5,0.09,0.22,0.326,0.29,,0.78,,0.245,1.29,,
Lafayette,2017,0.97,2.15,0.317,,4.46,0.05,0.2,0.279,0.32,,0.68,,0.215,0.85,,
Lafayette,2018,0.955,3.37,0.143,,6.44,0.08,0.49,0.338,0.27,,0.84,,0.223,1.2,,
Lafayette,2019,0.958,2.24,0.173,36.0,5.0,0.1,0.14,0.274,0.47,0.273,0.43,1.11,0.208,1.0,,
Lamar University,2013,0.95,3.8,0.407,,4.9,0.17,0.78,0.411,0.32,,0.75,,0.262,1.02,,
Lamar University,2014,0.947,4.44,0.4,,4.59,0.12,0.88,,0.46,,0.68,,0.271,0.98,,
Lamar University,2015,0.948,5.28,0.481,,4.41,0.26,0.39,0.399,0.46,,1.35,,0.277,1.44,,
Lamar University,2016,0.941,5.14,0.614,,2.93,0.19,0.28,0.399,0.37,,1.63,,0.293,1.54,,
Lamar University,2017,0.944,4.43,0.523,,3.05,0.31,0.22,0.362,0.25,,1.17,,0.271,1.08,,
Lamar University,2018,0.955,4.54,0.5,,3.67,0.32,0.38,0.391,0.54,,1.38,,0.282,1.14,,
Lamar University,2019,0.948,2.72,0.404,24.0,2.99,0.12,0.09,0.287,0.35,0.313,1.02,1.16,0.236,0.79,4.0,
Lehigh,2013,0.969,4.41,0.694,,1.79,0.3,0.31,0.384,0.3,,0.83,,0.278,1.28,,
Lehigh,2014,0.966,4.66,0.6,,2.56,0.32,0.46,,0.3,,0.38,,0.299,1.24,,
Lehigh,2015,0.973,5.06,0.816,,1.52,0.31,0.35,0.411,0.29,,0.9,,0.307,1.18,,
Lehigh,2016,0.969,4.83,0.692,,2.38,0.19,0.25,0.393,0.21,,1.06,,0.296,1.5,,
Lehigh,2017,0.961,4.61,0.643,,3.05,0.14,0.36,0.379,0.25,,1.43,,0.289,1.09,,
Lehigh,2018,0.956,3.39,0.48,,3.31,0.1,0.25,0.321,0.25,,2.18,,0.256,0.8,,
Lehigh,2019,0.964,3.75,0.491,36.0,3.72,0.16,0.27,0.38,0.2,0.347,1.05,2.35,0.289,1.31,6.0,
Liberty,2013,0.952,4.18,0.351,,5.09,0.12,0.75,0.406,0.19,,1.12,,0.269,1.16,,
Liberty,2014,0.93,3.54,0.193,,6.49,0.05,0.61,,0.33,,1.61,,0.258,0.91,,
Liberty,2015,0.941,4.0,0.492,,3.65,0.12,0.54,0.388,0.32,,1.54,,0.272,1.2,,
Liberty,2016,0.949,4.22,0.525,,3.0,0.22,0.49,0.387,0.24,,1.22,,0.266,1.15,,
Liberty,2017,0.958,5.01,0.667,,2.64,0.15,0.49,0.425,0.29,,1.31,,0.305,1.26,,
Liberty,2018,0.977,4.79,0.778,,2.04,0.32,0.57,0.448,0.33,,1.59,,0.299,1.67,,
Liberty,2019,0.964,4.19,0.645,29.0,1.6,0.19,0.44,0.389,0.31,0.351,1.26,3.35,0.276,1.19,19.0,
Lipscomb,2013,0.964,4.51,0.593,,2.81,0.29,0.86,0.441,0.34,,1.9,,0.273,1.27,,
Lipscomb,2014,0.965,5.7,0.732,,2.31,0.16,0.75,,0.29,,1.11,,0.293,1.34,,
Lipscomb,2015,0.968,4.77,0.554,,3.03,0.2,0.61,0.41,0.16,,1.5,,0.28,1.16,,
Lipscomb,2016,0.967,3.91,0.473,,2.84,0.18,0.56,0.374,0.13,,1.35,,0.258,0.95,,
Lipscomb,2017,0.974,4.07,0.643,,2.13,0.09,0.46,0.356,0.13,,1.29,,0.26,0.95,,
Lipscomb,2018,0.972,3.94,0.66,,2.07,0.08,0.64,0.403,0.32,,1.44,,0.279,1.26,,
Lipscomb,2019,0.967,5.14,0.733,18.0,2.79,0.19,0.57,0.419,0.19,0.384,1.83,2.28,0.281,1.57,13.0,
Long Beach State,2013,0.962,4.67,0.649,,3.09,0.14,0.93,0.443,0.23,,0.49,,0.288,1.12,,
Long Beach State,2014,0.967,5.48,0.672,,3.8,0.21,0.9,0.467,0.4,,0.52,,0.306,1.28,,
Long Beach State,2015,0.96,4.85,0.538,,3.48,0.08,0.77,0.421,0.15,,0.56,,0.281,1.31,,
Long Beach State,2016,0.965,4.62,0.6,,2.87,0.05,0.75,0.414,0.2,,0.24,,0.286,1.09,,
Long Beach State,2017,0.961,2.65,0.452,,3.66,0.19,0.29,0.319,0.29,,0.37,,0.237,0.88,,
Long Beach State,2018,0.975,5.56,0.754,,2.27,0.16,0.65,0.444,0.42,,0.46,,0.305,1.6,,
Long Beach State,2019,0.963,5.04,0.5,36.0,3.05,0.12,0.64,0.432,0.34,0.38,0.5,1.36,0.297,1.54,11.0,
Longwood,2013,0.95,6.8,0.672,,3.08,0.23,1.31,0.533,0.2,,1.33,,0.314,1.51,,
Longwood,2014,0.953,4.82,0.714,,2.54,0.18,0.52,,0.27,,1.41,,0.293,1.11,,
Longwood,2015,0.962,5.66,0.576,,3.9,0.12,1.41,0.496,0.29,,1.46,,0.28,1.12,,
Longwood,2016,0.966,4.82,0.667,,2.29,0.23,0.75,0.446,0.25,,1.4,,0.293,1.23,,
Longwood,2017,0.956,3.21,0.492,,2.64,0.08,0.44,0.337,0.23,,0.82,,0.231,1.05,,
Longwood,2018,0.962,4.78,0.704,,2.2,0.22,0.63,0.411,0.41,,1.44,,0.281,1.24,,
Longwood,2019,0.956,4.75,0.627,31.0,3.1,0.22,0.68,0.41,0.41,0.338,1.73,1.25,0.27,1.2,6.0,
ULL,2013,0.972,6.61,0.758,,2.39,0.11,1.42,0.528,0.16,,0.6,,0.318,1.1,,
ULL,2014,0.959,6.37,0.825,,2.75,0.13,1.5,0.514,0.33,0.405,0.75,,0.302,1.17,,6.44
ULL,2015,0.972,8.15,0.778,,2.38,0.19,2.15,0.652,0.3,0.452,1.19,,0.346,1.26,,
ULL,2016,0.969,7.89,0.836,,2.06,0.13,1.96,0.622,0.16,0.446,0.95,,0.338,1.25,,
ULL,2017,0.972,8.25,0.855,,2.07,0.18,1.53,0.562,0.24,0.445,0.98,,0.332,1.13,,
ULL,2018,0.971,4.61,0.719,,1.99,0.11,0.4,0.38,0.44,,1.47,,0.286,1.21,,
ULL,2019,0.973,6.67,0.897,14.0,1.48,0.16,1.0,0.52,0.29,0.421,2.91,4.31,0.33,1.5,20.0,
Louisiana Tech,2013,0.955,4.47,0.509,,3.66,0.09,0.55,0.408,0.4,,1.7,,0.289,1.19,,
Louisiana Tech,2014,0.953,3.46,0.365,,3.75,0.08,0.35,,0.19,,1.17,,0.25,1.31,,
Louisiana Tech,2015,0.962,5.06,0.62,,2.91,0.1,0.92,0.451,0.46,,1.28,,0.294,1.18,,
Louisiana Tech,2016,0.961,5.83,0.593,,3.17,0.19,1.19,0.477,0.54,,1.31,,0.287,1.17,,
Louisiana Tech,2017,0.968,5.1,0.613,,2.48,0.24,0.55,0.42,0.47,,1.52,,0.283,1.42,,
Louisiana Tech,2018,0.967,4.58,0.596,,3.02,0.16,0.47,0.391,0.28,,2.26,,0.275,1.16,,
Louisiana Tech,2019,0.971,6.07,0.738,66.0,2.88,0.15,0.75,0.457,0.21,0.395,1.97,2.29,0.305,1.36,12.0,
Louisville,2013,0.97,6.5,0.783,,2.38,0.2,1.05,0.536,0.37,,0.5,,0.335,1.78,,
Louisville,2014,0.968,5.4,0.621,,3.08,0.12,0.93,0.477,0.38,,0.48,,0.303,1.66,,6.37
Louisville,2015,0.971,5.27,0.612,13.0,2.69,0.12,0.88,0.466,0.41,,0.43,,0.302,1.63,,
Louisville,2016,0.959,5.85,0.673,,2.3,0.29,0.71,0.458,0.29,,0.85,,0.313,1.17,,
Louisville,2017,0.95,5.2,0.62,,2.74,0.1,0.56,0.42,0.3,,0.44,,0.298,1.5,,
